Date,Day,Index,Strike Price,Quantity,Buy Time,Buy Price,Sell Time,Sell Price,Result
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
